term,alpha_i,alpha_not_i,alpha_0i
accessories,0.009235563424903713,549.6834132598967,549.6926488233216
accident,0.0183485161639327,315.40202125339147,315.4203697695554
accidental,0.00723018310064955,377.0200537406746,377.02728392377526
accidentally,0.003128957400024305,127.08897887848757,127.09210783588759
accidents,0.003238257098549119,88.34534001534648,88.34857827244502
accommodate,0.008969850563873092,954.3960412228591,954.405011073423
accomodate,0.0023728977589763537,244.9809889519472,244.9833618497062
accompanied,0.0037846711077157156,191.68602776559766,191.68981243670538
accompanying,0.004846156037926579,188.69887833651006,188.703724492548
accomplish,0.0031232764123607197,189.947954280335,189.95107755674738
accomplished,0.007791927551831334,243.00493696437474,243.01272889192657
accord,0.0044579855017707224,244.03680319463516,244.04126118013693
accordance,0.04180059415895364,2054.30289452936,2054.3446951235187
according,0.2455244427709916,1449.0718096056485,1449.3173340484195
account,0.06955763350205413,691.0565895975293,691.1261472310314
accountability,0.0011049329841658433,61.64706624376666,61.64817117675082
accountable,0.0018619287098072936,151.68202417209676,151.68388610080657
accounting,0.006082324238680826,422.8977081058823,422.903790430121
accounts,0.07820188807419719,1812.0436543616413,1812.1218562497154
accuracy,0.01797500641427799,715.7356593805084,715.7536343869227
accurate,0.026325978847917694,259.8480355600511,259.874361538899
accurately,0.005206327010452386,177.66270944081757,177.66791576782802
accusation,0.0009438238711662747,50.26035093091927,50.26129475479044
accusations,0.0018147834679523738,113.10897855627924,113.11079333974719
accuse,0.002858150246122243,194.03423563024913,194.03709378049524
accused,0.009885996073113428,299.5255353458088,299.53542134188194
ace,0.0030762327056103322,199.98252114085233,199.98559737355794
achieve,0.03952454192125991,889.4583009720935,889.4978255140148
achieved,0.00832175289875282,255.4984950916466,255.50681684454534
acid,0.005374220630475375,154.5974305589275,154.60280477955797
ack,0.001242079927808883,80.56150085228995,80.56274293221776
acknowledge,0.05216413329200056,2252.696667342053,2252.748831475345
acknowledged,0.0037515557921281423,186.09861686117983,186.10236841697196
aclu,0.0037272996663614178,187.13689341302558,187.14062071269194
acm,0.0020311413496839985,67.46605576608968,67.46808690743937
acquire,0.0053236652417205715,158.4466513613156,158.4519750265573
acquired,0.0056821053334812945,212.1038384881576,212.10952059349108
acquiring,0.0021955022661168757,219.8320692898492,219.8342647921153
acquisition,0.003046988884563107,143.26972137287837,143.27276836176293
acronym,0.0010007770140084563,65.85168899375262,65.85268977076663
across,0.1331516723008266,971.8222222708523,971.9553739431532
acs,0.020051839694596608,1195.7089789574668,1195.7290307971614
act,0.05078059732822095,362.22167433784927,362.2724549351775
acted,0.01075332827134837,794.1836810343968,794.1944343626682
acting,0.11118991989991787,1545.3521289504527,1545.4633188703526
action,0.16169813288969673,924.6152049315726,924.7769030644623
actions,0.03406052174565282,248.41039636780405,248.4444568895497
activated,0.001303884076730656,58.15618094114489,58.15748482522162
active,0.02080425649866441,217.96207526841124,217.98287952490992
actively,0.007500886515144373,204.16379061946472,204.17129150597987
activists,0.0033007145391678126,219.6582374606913,219.66153817523048
activities,0.0192652734123279,201.34462660747144,201.36389188088376
activity,0.05517300496267551,569.6838418898909,569.7390148948535
acts,0.06675230890702501,791.8279695882842,791.8947218971912
actual,0.06805755662323403,589.9489219414567,590.0169794980799
actually,0.40573235064675006,740.3965414023756,740.8022737530224
acute,0.030609974390206227,2756.1141041057645,2756.1447140801547
ad,0.03799407169572311,387.0717703983809,387.10976447007664
adam,0.0075176999019256055,85.40703193126704,85.41454963116897
adams,0.013028608929364733,221.15992831232538,221.17295692125475
adapt,0.0010400408145163362,70.32311835433406,70.32415839514857
adaptec,0.001568710434565252,41.8901184376043,41.89168714803887
adapted,0.0024017892375849032,115.13876128112835,115.14116307036593
adapter,0.007758325906738882,97.27819350037379,97.28595182628052
adapters,0.002508571246426028,95.57548108157536,95.57798965282178
adaptor,0.003464139543021695,125.08466748261932,125.08813162216235
adb,0.001209864977967454,35.40361323563527,35.404823100613235
add,0.2207956818364642,625.7675705214298,625.9883662032662
added,0.06725374137996107,616.1471012092446,616.2143549506246
adding,0.014223075125745934,227.0641248477639,227.07834792288966
addition,0.14555255810763598,1276.9992593278423,1277.14481188595
additional,0.14672734912283633,1571.0097308908735,1571.1564582399963
additionally,0.0028954815943311005,93.9793855798923,93.98228106148663
additions,0.00444427376870011,221.19846306029075,221.20290733405946
address,0.11379670782823578,341.03898128467756,341.1527779925058
addressed,0.21145992794462748,4328.32554864535,4328.537008573295
addresses,0.05671437864318148,1087.9839846251496,1088.0406990037927
addressing,0.07246341515789355,1664.9567476128184,1665.0292110279763
adds,0.005135351750875289,126.54688881408448,126.55202416583536
adequate,0.04138335448926302,1412.1184107882927,1412.159794142782
adequately,0.003603360471677405,235.191545463574,235.19514882404567
adjust,0.0040047233348258875,106.29648485750599,106.30048958084082
adjustable,0.001523977237533503,60.313545253268046,60.31506923050558
adjusted,0.0031068838088239735,184.67057963222788,184.6736865160367
adjusting,0.002999243938844484,347.2991055778511,347.30210482178995
adjustment,0.0040524345498008495,343.3709857940514,343.3750382286012
adl,0.0009341623372281064,42.01626955442074,42.01720371675797
admin,0.007156707257762395,662.0125755353776,662.0197322426353
administration,0.040565234541197634,393.4788520476396,393.51941728218077
administrative,0.005726558009337838,234.2609512371621,234.26667779517143
administrator,0.009731081009741224,314.85760578379615,314.8673368648059
admit,0.13981165188438177,1696.0945245554462,1696.2343362073307
admits,0.0011368695155100446,58.42467981632753,58.425816685843046
admitted,0.006408235548089128,149.98655951762044,149.99296775316853
admittedly,0.005913386339743269,167.60220896895947,167.60812235529923
admitting,0.001275843038435035,55.94317691241856,55.94445275545699
adobe,0.002371083370455968,59.90103924497015,59.903410328340605
adolf,0.0013381577772948192,83.07759787870692,83.07893603648422
adopt,0.009280533002948104,260.21595199053723,260.22523252354017
adopted,0.009103474426268772,223.56349298477048,223.57259645919675
adress,0.0009972022898059524,65.48323886429993,65.48423606658974
ads,0.004792940199236319,120.05848610448365,120.06327904468289
adult,0.006262613072475737,158.5309432901615,158.53720590323397
adults,0.027617482149224843,939.4935798197563,939.5211973019055
advance,0.06639061885085985,177.74785322112228,177.81424383997313
advanced,0.01902746931856432,207.57487718157844,207.593904650897
advancement,0.0020591970491636046,105.22596536946156,105.22802456651073
advances,0.018857494309063312,1379.0315417745203,1379.0503992688293
advantage,0.02108237670389819,181.21258257303313,181.23366494973703
advantages,0.005252409277485019,131.9773616771344,131.9826140864119
adventure,0.0010006024916460235,55.79754283171395,55.79854343420559
adventures,0.002145191658535182,173.42118145122595,173.4233266428845
adverse,0.0012169348752404786,73.02158398832768,73.02280092320292
advertise,0.00684181818702398,687.7966899282452,687.8035317464322
advertised,0.005449629922143131,259.93347662763995,259.9389262575621
advertising,0.007655147334163823,157.353834539575,157.36148968690915
advice,0.023337480401772807,142.6877242188597,142.71106169926148
advise,0.003655270369610391,182.46762741530105,182.47128268567067
advised,0.027476601797093023,2550.3470720474793,2550.374548649276
advisory,0.003926632357789057,237.04405325048396,237.04797988284173
advocacy,0.0017681980908296508,161.3409636577979,161.34273185588873
advocate,0.007117633602593081,205.61654034666537,205.62365798026798
advocated,0.002129044802672394,210.7239716911435,210.72610073594618
advocates,0.0036764502299572207,183.99279578901834,183.9964722392483
advocating,0.005510215614188137,402.8026864243554,402.8081966399696
ae,0.009048523997187878,707.1712107625011,707.1802592864983
aero,0.0011655924980948343,58.4062731928431,58.4074387853412
aeronautics,0.008109969839039392,928.8031701654187,928.8112801352577
aerospace,0.0023750405161377837,87.35813382458535,87.3605088651015
af,0.007184914433098487,215.19430859346517,215.20149350789828
affair,0.008433474206181355,354.24899334501015,354.25742681921633
affairs,0.010000066193942015,237.57461888504554,237.5846189512395
affect,0.11488686060029434,3161.5669617160206,3161.6818485766207
affected,0.00983729930617679,168.59807595316641,168.6079132524726
affecting,0.0037996668491785666,132.4995888394299,132.50338850627907
affects,0.003753956013761667,236.60613938771414,236.6098933437279
affiliated,0.004199139294274772,240.41981856921126,240.42401770850554
affiliation,0.0066959039822500725,301.6884040189224,301.69509992290466
afford,0.041120878987179546,783.7290451396132,783.7701660186003
affordable,0.0021209267350690004,82.15075818296378,82.15287910969886
afraid,0.03260996396215804,574.2539609509827,574.2865709149448
africa,0.0484063435756859,1959.778488793217,1959.8268951367927
african,0.00335581338555983,120.21328250907253,120.21663832245808
after,0.582947491236626,526.0186884386754,526.601635929912
aftermarket,0.0009539725625445645,60.63590946302486,60.6368634355874
afternoon,0.005735701550994729,157.2251623938062,157.2308980953572
afterward,0.0028521151856469784,197.99151957372422,197.99437168890987
afterwards,0.008435752744119871,372.794607382372,372.8030431351161
ag,0.0014482848210659793,61.85634468211503,61.857792966936096
again,1.2136885908773842,2340.5437457095254,2341.757434300403
against,0.34002971622808975,661.9091427390067,662.2491724552348
agdam,0.0013872803511099437,73.25842382204767,73.25981110239879
age,0.03501223526666828,273.09543428432056,273.1304465195872
aged,0.0017127678808489177,103.2391129606185,103.24082572849935
agencies,0.045600912978286286,494.1164929137337,494.16209382671195
agency,0.051041908439812704,603.0383536816829,603.0893955901228
agenda,0.008508915805653156,167.13262535891803,167.1411342747237
agent,0.013200913683987231,200.19439599311477,200.20759690679876
agents,0.014491392907595376,204.77481283999293,204.78930423290052
ages,0.0182360369156715,1014.9624480582789,1014.9806840951946
aggression,0.0023678377704510773,160.03288080450304,160.0352486422735
aggressive,0.002776720366637715,89.49615278292947,89.49892950329611
aggressively,0.002523038222214043,233.3922916499366,233.39481468815882
agnostic,0.017711572489321557,913.3117360726244,913.3294476451138
ago,0.32747119633016314,749.4119879319446,749.7394591282748
agree,0.2746971851283396,935.2611057491719,935.5358029343002
agreed,0.01655664330059057,216.5973868137227,216.61394345702328
agreeing,0.0035655070604786714,201.24552687943034,201.24909238649082
agreement,0.017083164748969645,366.7206563470206,366.7377395117696
agreements,0.004326078265267184,269.4700006250772,269.47432670334246
agrees,0.0032213307261968523,127.45817137006024,127.46139270078643
agriculture,0.002848584699776147,162.17245017792047,162.17529876262023
ah,0.012422380006120256,133.0600946692326,133.0725170492387
ahead,0.024194214921667217,219.06176962015078,219.08596383507245
ahh,0.002322642210345697,233.66517923802294,233.6675018802333
ahl,0.0018664506957689836,49.396882103293784,49.398748553989556
ai,0.0073045180287944845,167.54936678122604,167.55667129925484
aid,0.019258870952007467,248.7896969162475,248.8089557871995
aids,0.005282652540096172,138.56858687673378,138.57386952927388
aim,0.005954158043452114,221.08818069393334,221.0941348519768
aimed,0.012468244026354491,407.2793952335865,407.2918634776129
ain,0.005004702117103114,107.72082898551464,107.72583368763175
air,0.03555128871293956,188.20756163488474,188.2431129235977
aircraft,0.011876734612022353,364.1925573879013,364.2044341225133
airplane,0.0016569695110071228,79.68158305618157,79.68324002569257
airport,0.0021695107088766383,89.58733757574174,89.58950708645062
aix,0.004968572644113093,189.4648770147198,189.46984558736392
aj,0.003910967511346684,215.3355917473698,215.33950271488115
ak,0.008663371282585729,383.1467898556198,383.15545322690235
aka,0.004089457079921555,213.84756250906727,213.8516519661472
akin,0.0014281273008145607,85.22840873054983,85.22983685785064
al,0.050922052296182053,237.4865621844046,237.53748423670078
ala,0.0025728687534562725,239.74350014470642,239.74607301345986
alabama,0.06894240516766295,2398.5346788165357,2398.603621221703
alan,0.006882130805210402,149.67307169276006,149.67995382356528
alarm,0.0020378333777854502,59.92376148338495,59.925799316762735
alarms,0.0013966448374448893,114.73622134935947,114.73761799419691
alas,0.0028153528764861464,123.98454323077537,123.98735858365185
alaska,0.002117174390588647,75.4487569977077,75.4508741720983
albeit,0.0031532494582933593,147.69046169644557,147.69361494590387
albert,0.0031839909795252043,91.72554264685539,91.72872663783491
alberta,0.002819635006251874,272.1179427330201,272.1207623680263
alcohol,0.003796668151481776,74.65587917129767,74.65967583944915
alert,0.0013316929638783565,78.99278417437492,78.99411586733879
alex,0.0023911989327352434,102.61995014903856,102.6223413479713
alexander,0.01180891392139538,391.1507795450435,391.16258845896493
algorithm,0.0232165775037321,155.12724570916333,155.15046228666708
algorithms,0.01971826107871839,384.8270005152729,384.8467187763516
ali,0.003019994914951517,214.23361524088693,214.23663523580188
alias,0.0034319883209732306,194.74067296564382,194.7441049539648
aliases,0.0054586745959311605,575.0230857566712,575.0285444312672
alice,0.001234423851821881,98.31628302453663,98.31751744838846
alien,0.0037859117187064475,128.17553043886943,128.17931635058812
alignment,0.004445261720742226,330.46383449525274,330.46827975697346
alike,0.014350894309216324,665.2136700544676,665.2280209487768
alive,0.034240249707741734,401.0176073374868,401.0518475871946
all,2.3097601060199318,623.200377864143,625.5101379701629
allah,0.0016047626982718408,59.48790476577878,59.48950952847705
allegations,0.006172612810488135,325.027953571073,325.0341261838835
alleged,0.005666192746576316,129.91509423149472,129.9207604242413
allegedly,0.0035367983791329215,223.13744971805625,223.1409865164354
allen,0.01070568093523118,186.41091237105158,186.4216180519868
allergic,0.003033454021937512,105.36552850947686,105.36856196349879
allergies,0.0006725789221103688,32.634351047648906,32.63502362657102
allergy,0.0033189191943615347,383.26794237064024,383.2712612898346
alliance,0.001568064752733846,116.91821130276047,116.9197793675132
allies,0.015137445372685885,724.668987965721,724.6841254110938
allocate,0.0012125005952964626,108.79197870565245,108.79319120624776
allocated,0.007122230808653978,516.1414633440792,516.1485855748879
allow,0.06576991025500278,260.4354129356433,260.5011828458983
allowed,0.24429320779722574,2179.680132223811,2179.924425431608
allowing,0.10682046593563357,2177.2168000277543,2177.3236204936898
allows,0.03044320577787396,332.1388506874716,332.16929389324946
almost,0.1231153708155122,349.565948331671,349.6890637024865
alomar,0.0014832841323183083,24.883332243164134,24.884815527296453
alone,0.408520308422515,3892.5545632647186,3892.963083573141
along,0.09928096863434233,344.9307241148399,345.03000508347424
alot,0.0065940458707363404,100.23143334351151,100.23802738938225
alpha,0.006803718543599562,215.99206813424252,215.99887185278612
already,0.32175669941569784,795.2811659493078,795.6029226487235
alright,0.0016612166574397453,98.48774287963093,98.48940409628837
also,1.4956666690146705,808.0396342130929,809.5353008821075
alt,0.03884849969280992,315.9920317639362,316.030880263629
alter,0.011744716765509295,395.5121269683847,395.5238716851502
altered,0.006365339975904214,269.6222269415484,269.6285922815243
alternate,0.011332729135660148,353.582258165283,353.5935908944187
alternative,0.030696583539718585,321.75447892289566,321.7851755064354
alternatively,0.021650681492565365,2249.0648444619396,2249.0864951434323
alternatives,0.009341046553613341,265.99161581767316,266.0009568642268
although,0.1368638469856611,431.019000177429,431.15586402441465
altitude,0.011010522509742729,609.8031685611745,609.8141790836843
altogether,0.015089361992786736,536.3019515461655,536.3170409081582
aluminum,0.002231348062543943,49.00456960208219,49.006800950144736
always,0.19300822311585925,413.2736244229414,413.46663264605723
am,0.3973045498379594,237.25427544063461,237.65157999047258
ama,0.0019190618071529607,80.50392889976087,80.50584796156802
amateur,0.0064449603705257884,122.75437443355324,122.76081939392377
amazed,0.005189067652543163,203.31855164307706,203.3237407107296
amazing,0.007204066561342432,88.95757898479435,88.9647830513557
ambassador,0.009595799880927956,747.3743547856275,747.3839505855084
ambiguous,0.012822399890902978,1595.7628571682355,1595.7756795681264
ambulance,0.001391291648298443,78.89413980869188,78.89553110034018
amd,0.0008399951940212491,29.26383348343847,29.264673478632492
amend,0.0012901875881939579,74.30186418890511,74.30315437649331
amendment,0.018979777505713145,258.1434264158245,258.1624061933302
amendments,0.0017881520439341797,88.14901673434015,88.15080488638408
america,0.03417687312095736,211.89994207132236,211.93411894444333
american,0.12364362845707857,580.1660101249606,580.2896537534177
americans,0.034528119199533316,323.5779753144018,323.6125034336013
ames,0.007453955061956787,145.96201303421782,145.96946698927977
ami,0.008145132825277816,309.6963177989222,309.7044629317475
amiga,0.005346105066617049,66.93266752459037,66.938013629657
amino,0.0008747505389544013,44.242635257925905,44.24351000846486
ammunition,0.011481952954202932,1199.1512520685465,1199.1627340215007
among,0.10059395899342932,472.6670198028713,472.76761376186477
amongst,0.08168741884430082,3055.065488500123,3055.1471759189676
amount,0.06552546248193009,390.06626057362297,390.1317860361049
amounts,0.02020348953016672,649.5546041555322,649.5748076450624
amour,0.0036222288031681122,228.51082800444746,228.51445023325064
amp,0.003534182829970955,40.82233088155298,40.82586506438295
ample,0.0018417545255794466,122.40595124393678,122.40779299846237
amplifier,0.002325333635526922,57.98629344303069,57.988618776666215
amps,0.0013390261694162283,38.56480885442487,38.566147880594286
amusing,0.02418496515687255,954.9701353585699,954.9943203237268
an,4.472152809536402,1118.966075994377,1123.4382288039135
analog,0.008371630827967392,142.33228763195189,142.34065926277987
analogous,0.0017010344513239829,110.67121446299443,110.67291549744576
analogy,0.05085917716799344,1602.542645014817,1602.593504191985
analyses,0.07034147980604905,4337.353869784759,4337.424211264565
analysis,0.03191689978562751,297.528371106388,297.56028800617366
analyst,0.002449483760094652,255.68293880531516,255.68538828907526
analyze,0.06262958605366221,7199.938646940889,7200.001276526943
anatolia,0.005074339773722009,287.0329387511017,287.03801309087544
ancestors,0.0015939485773719178,72.93808287749549,72.93967682607285
ancient,0.008402058813902177,161.4577111810007,161.4661132398146
and,5.58265822710065,246.3395057942687,251.92216402136933
anderson,0.006838504626211151,153.54873451681448,153.5555730214407
andersson,0.0022224096771263054,122.40222889020231,122.40445129987944
andre,0.0020220231306056027,106.69809565830916,106.70011768143976
andreas,0.001128060970095359,59.11810601321462,59.11923407418472
andrew,0.011219101334437133,102.35642724539484,102.36764634672927
andreychuk,0.0022752393325252847,230.89521571795152,230.89749095728405
andy,0.007297213124630088,117.44163371462884,117.44893092775347
anecdotal,0.0028046552888625936,123.22821644763202,123.23102110292089
angel,0.001550580804116837,89.65028159271513,89.65183217351925
angeles,0.019367658912851034,235.96558454534704,235.98495220425988
angels,0.008287113511267617,159.13575494626974,159.14404205978101
anger,0.011232065075466603,428.0916225054579,428.1028545705334
angle,0.030810856882976877,610.1906336527846,610.2214445096677
angles,0.003223359152699208,172.8080545869429,172.8112779460956
angry,0.0271393445271299,1057.7951728643156,1057.8223122088427
animal,0.012384771137643058,216.18494737875463,216.19733214989228
animals,0.012176563026915277,136.53466464721885,136.54684121024576
animated,0.001094145902424016,60.95543575985184,60.95652990575426
animation,0.0055749936332570435,81.2314253759578,81.23700036959106
ankara,0.0039524154055949525,257.76843516146727,257.77238757687286
ann,0.0030905182023928113,106.55717567866353,106.56026619686592
anne,0.00276652443953473,235.1215261288421,235.12429265328163
anniversary,0.0010703851350649307,62.742538639946254,62.74360902508132
announce,0.17496715337415902,3141.0523607587015,3141.227327912076
announced,0.07432189203141369,909.4289829314472,909.5033048234786
announcement,0.014041494729998697,219.7744538630385,219.7884953577685
announcements,0.003533932335531578,159.41304847447992,159.41658240681545
announcer,0.001438074681684607,88.90090847778222,88.90234655246391
announcing,0.008948508024957454,1163.0520657670247,1163.0610142750497
annoyed,0.005176385520036469,342.84980304370714,342.85497942922717
annoying,0.008632206984103179,158.8598437583623,158.86847596534642
annual,0.010109403703234675,144.78317924593165,144.7932886496349
anon,0.016210180358227237,1034.3762859118376,1034.3924960921959
anonymous,0.04079230601446522,454.320431714407,454.36122402042145
another,0.42129435581098573,550.4223063496438,550.8436007054548
ansi,0.007138407141912941,329.9599272927595,329.9670656999014
answer,0.09892252930275254,277.7567540801296,277.85567660943235
answered,0.04899143209534375,977.5009552571363,977.5499466892317
answering,0.03100173470563626,1323.7185208040837,1323.7495225387893
answers,0.059194783275226835,469.3711971815667,469.43039196484193
antenna,0.003678208672867716,71.5411728746061,71.54485108327897
antennas,0.0009684553812877503,62.248009808317356,62.248978263698646
anthony,0.001994256987592472,71.36222691437965,71.36422117136723
anti,0.06384381512576887,371.98486179095624,372.048705606082
antibiotics,0.003635253218951646,173.14390613394448,173.14754138716344
any,1.223351663947947,389.010593029606,390.23394469355395
anybody,0.07226019288855899,186.94231373525184,187.0145739281404
anyhow,0.002420170964162348,126.15300876307889,126.15542893404304
anymore,0.01080699734552999,125.1604154443059,125.17122244165142
anyone,0.3867137938531465,285.0026412297143,285.3893550235674
anything,0.2711276380113971,397.57049890524996,397.8416265432614
anytime,0.003478726654906453,136.845360004476,136.8488387311309
anyway,0.9795272386384767,3736.332345413029,3737.3118726516677
anyways,0.004965323504742821,207.85550300328927,207.860468326794
anywhere,0.05852188036249401,632.971125360862,633.0296472412244
ao,0.0022776747020778884,140.0137633548545,140.01604102955656
aol,0.0017087022737958533,120.34808288626775,120.34979158854155
ap,0.010162066684047726,343.3022365486926,343.31239861537665
apart,0.04841881199906644,766.1286176456375,766.1770364576366
apartment,0.004743063998812671,188.1207892964811,188.1255323604799
api,0.006451405111240298,345.44923047229383,345.4556818774051
apollo,0.014644290170651634,383.40447873477615,383.4191230249468
apologies,0.005322488450106107,232.9964771513103,233.0017996397604
apologize,0.028765765397736273,1004.0654019574303,1004.094167722828
apology,0.003344953736086246,304.82340650354155,304.8267514572776
apostle,0.002824194716943453,102.11333144703957,102.11615564175652
apostles,0.004664864638300482,199.00320738660318,199.00787225124148
app,0.005858486593609099,97.25642716152952,97.26228564812313
apparent,0.06644357966684639,1649.1967677569608,1649.2632113366276
apparently,0.29794480035561133,2418.573888581996,2418.8718333823517
appeal,0.00880245528358823,282.82351606219675,282.83231851748036
appealing,0.004945386006307055,636.570068760322,636.5750141463283
appeals,0.0020640100283535493,110.49134637154572,110.49341038157407
appear,0.04448147480755444,319.34326346957283,319.3877449443804
appearance,0.017301777237962914,292.49258008030915,292.5098818575471
appearances,0.0013352556889607372,70.36708048825226,70.36841574394121
appeared,0.024827793842331334,252.48863080975875,252.51345860360107
appearing,0.04584187268279757,3582.2362421351736,3582.2820840078566
appears,0.06586405949392361,435.1611822565127,435.22704631600664
appended,0.0011105490942082525,78.48743579877836,78.48854634787257
apple,0.019909241374841923,68.98215187936385,69.0020611207387
applelink,0.0007921198966828367,36.249823744696634,36.250615864593314
apples,0.0013478698585124508,106.21831221287242,106.21966008273093
appletalk,0.002792526980918814,150.1830995460899,150.18589207307082
applicable,0.005240411782259733,150.9825394332712,150.98777984505347
application,0.044824475487578626,181.53342327070575,181.57824774619334
applications,0.07604903625681833,519.659282001703,519.7353310379598
applied,0.32121841250603483,5403.840714124447,5404.161932536953
applies,0.17147849388061956,4027.0136541762154,4027.185132670096
apply,0.022480053158970056,185.6288906158166,185.65137066897557
applying,0.00605052189737047,206.29548271991217,206.30153324180955
appointed,0.005926285063478711,163.0160056648849,163.02193194994837
appointment,0.005630500549996513,490.95463587565575,490.96026637620577
appreciate,0.0480594946194711,264.32335761399844,264.3714171086179
appreciated,0.059816377058718104,199.28557695451158,199.3453933315703
approach,0.04134926680150471,354.8269414803234,354.8682907471249
approached,0.011001612644158387,951.5541143175384,951.5651159301825
approaches,0.007468558734743646,172.01004987402217,172.01751843275693
approaching,0.011462463952421228,651.7408286240136,651.752291087966
appropriate,0.0346900578271951,376.5191346177266,376.5538246755538
approval,0.05045286354160839,4749.0826825526965,4749.1331354162385
approve,0.022166241601554726,1419.8571086073475,1419.879274848949
approved,0.027625100776491933,630.5871668581774,630.6147919589539
approx,0.01283249188974124,875.2227678783793,875.235600370269
approximate,0.0018369824490469928,106.22245244318238,106.22428942563143
approximately,0.007151511473834539,101.15505496654887,101.16220647802271
apps,0.005122709675494104,84.50189108461565,84.50701379429114
apr,0.031993707795384164,147.95393641638995,147.98593012418533
april,0.06451747626724852,239.32931236316017,239.3938298394274
aq,0.002394456748751533,143.9312402933287,143.93363475007746
ar,0.002549634521070842,83.80701121583216,83.80956085035324
arab,0.014823012978518844,132.25358439729166,132.26840741027019
arabia,0.0027240683842249093,185.40670422065818,185.4094282890424
arabic,0.0021353703659008853,79.9719997340996,79.9741351044655
arabs,0.012542337480188081,162.79467201557173,162.80721435305193
arafat,0.001018318799930732,57.30889857576071,57.30991689456064
arbitrarily,0.00115106163265005,83.27552265916651,83.27667372079917
arbitrary,0.005401636540164478,95.70767885227148,95.71308048881166
arbor,0.003711004471605366,349.7210491523628,349.7247601568344
arc,0.007869753091598769,321.27182322476443,321.27969297785603
arcade,0.0014650852558531708,91.54950845098529,91.55097353624114
archie,0.004714627154322863,142.6314789779662,142.63619360512052
architect,0.004044801530224966,438.4600852489861,438.4641300505163
architecture,0.008407732629163325,280.91177610694945,280.9201838395786
architectures,0.0010184388646334946,57.2753518035896,57.276370242454234
archive,0.06714128024568354,700.6100218647065,700.6771631449521
archived,0.010860432247984853,924.9279226498287,924.9387830820767
archives,0.008194865874864447,205.24496405367447,205.25315891954932
are,1.9108548772059892,263.3150226239098,265.22587750111575
area,0.22230992457588558,785.3169038576822,785.5392137822581
areas,0.04354486807635594,357.11730718889015,357.1608520569665
aren,0.5082307749188575,2810.670267986315,2811.178498761234
