term,alpha_i,alpha_not_i
achieve,0.01899135036055538,262.76673082290785
achieved,0.013788931470317466,143.39832433678717
achievement,0.0009088255192970588,275.45233493035533
achieves,0.00020023598883502325,37.00910405624091
achieving,0.001101605510694777,60.65606944233516
aci,0.00021137408877575016,39.6879807958888
acid,0.003203148191172285,84.83548825976662
acig,0.0003350503280471871,27.055524288579154
acivities,0.0002615251119539896,55.0061850266265
ack,0.00017405930957523527,28.90421158345603
ackerly,0.0001523703927116975,22.94433635893012
acklands,0.00013696414448984402,18.896534831434582
acknowledge,0.00017571260486794885,29.141394721134127
acknowledged,0.007991428650817194,172.40343348933493
acknowledgement,0.00017571260486794885,29.141394721134127
acknowledging,0.000725477841040772,46.70930361550395
acknowleged,0.00027459134930362923,68.86610625829563
acl,0.00036084723547833233,86.82312613057263
acle,0.00037194006751430325,48.48482677698362
aclv,0.00015273922288983838,21.166159024412927
acme,0.00029810485320160734,10.052501186913023
acmex,7.676801955347382e-05,5.489165509089106
acn,0.000822731485845833,106.09273144811594
acom,0.0002508723052084912,51.684080640692116
acpt,0.00013304833534926719,21.79881550289206
acquah,0.13517551398052965,25496.84975226093
acquainted,0.0003708450570784807,90.10741448725278
acquiesce,0.00017280886265780564,45.870008155909126
acquire,0.17804406967007963,153.89550373252644
acquired,0.14833636723656568,156.63725712348318
acquirers,0.00112362486635288,60.266613728070915
acquires,0.02397370689214509,109.03296134737649
acquiring,0.140329126857397,1056.3599579560594
acquisition,0.1643720266619809,85.3492367333282
acquisitions,0.045732593896062546,148.3334049827085
acquisitioon,0.00019026324723724942,33.52281635524383
acquisititon,0.0005185831306262654,102.89089404381245
acquisiton,0.00033678479195487225,27.31367774982791
acquistion,0.00030448089065393075,22.895871432944535
acquring,0.002071156274734,320.44596435714817
acqusition,0.0008032182770139019,67.35043978121365
acqustion,0.00018102565474419733,30.863187813016197
acquyire,0.00018695655794945652,32.573307375581855
acr,0.00021511497809105582,41.00804970212276
acra,0.0002260315526990721,41.65303330535628
acre,0.00048013632237903605,36.54464033692799
acreage,0.011622403580702753,543.0461916034182
acrease,0.0007486665529803088,221.2413268060385
acres,0.005823814091959756,183.87386064775262
acrimony,0.0002490160840068875,69.47968752479977
acrt,0.0007030190437165056,84.91008498870518
acrylic,0.000150360113709802,22.40482679607944
acs,0.00032137307454983025,59.221158269435215
acse,0.00032137307454983025,59.221158269435215
acst,0.0013963100551494664,121.65299300683107
act,0.052565795193811334,240.3619270096762
acted,0.004155858377490262,92.33580950375267
acting,0.01501430612470084,248.5420342459632
action,0.2242984293590062,469.81327758366444
actions,0.029954969500111093,239.71604589591058
actitivies,0.0009088255192970588,275.45233493035533
activated,0.0003828823433405952,76.60713541846627
activation,0.0018988833289051562,459.64860126299834
activator,0.0002467782307035371,50.4225119675482
active,0.05573656370255358,613.7043192114019
actively,0.014422947347964411,189.70076111961708
activities,0.06516427062676501,302.9114684666074
activity,0.029668072704298224,192.66998792288013
acton,0.000137755259954954,17.72455568193479
actp,0.00011320194236619485,13.049760639095926
acts,0.003984223523132851,664.950390924958
actual,0.006896522765158377,87.51431542697001
actually,0.003036591980663107,92.537859623372
actuarial,0.00019019657790979376,33.50453197456286
acuires,0.0004079516060572043,65.74228351855544
acuisition,0.0008908622100239064,269.10803961986767
acuqire,0.000563023869523603,154.8961656958297
acuqisition,0.0002715000380619812,82.53726245601943
acy,0.0004904584723699675,49.94411177774426
ad,0.0002641004227462648,57.16100626645924
adam,0.018290154972609426,2172.8519610915687
adams,0.0008870550667711192,21.708725404547312
adana,0.00019142462046739615,33.85621480052802
adapingthe,0.00027035524790858424,57.789562721067135
adapt,0.0011951760216669125,99.3232118810274
adb,0.00012268535497610204,18.75829897309506
adbe,0.00015947539232466105,24.866414996022364
adc,0.00014898727785820062,22.039841528642903
adct,0.00014898727785820062,22.039841528642903
add,0.03642909839973181,200.9493643357621
added,0.37223099183599495,317.120606753262
adding,0.208472090798772,824.137571952549
addition,1.1807597213449923,4118.388558389292
additional,0.11624119772355798,248.68392050242377
additionally,0.01082479078588633,594.5300100383154
additions,0.0015115417019782049,91.18541742962921
additivies,0.0004935641724361925,116.81782013737414
address,0.01056490693497076,293.12784691428607
addressed,0.0032281833143233333,503.6234216200607
addresses,0.0003362344547054913,78.71652220639831
addressing,0.020444701716261247,2396.166391742702
addressograph,0.0003612697749914694,86.96482630666979
adds,0.0021383113953863837,71.623524405117
adelaide,0.0009840564051774902,76.13307289922177
ademco,0.00011441100790839737,13.391783646449596
adequacy,0.002356938979804686,163.9262287707564
adequate,0.021777516269959156,388.67756361561806
adequately,0.010719389513223116,1866.039880395974
adhere,0.00040328978930495753,36.79294228617578
adhered,0.0009372360018408547,71.096048253147
adherence,0.0009764211884418856,305.17424734845116
adhering,0.0032208459808591243,100.54155122418604
adhesives,0.00047243745779255764,14.234368982711025
adjacent,0.0006950672521519295,45.28566649792303
adjoining,0.003305244352981251,343.623412968315
adjourn,0.00031603703667652507,67.11757416307637
adjourned,0.002116423126314764,84.12529537260374
adjusments,0.0002538518359415432,46.07567091807928
adjust,0.007297424060707689,275.74107965414714
adjustable,0.0003132163667279616,24.075241096210245
adjusted,0.03453655382609298,93.98017251435272
adjusting,0.02220874796575704,1068.9734677976971
adjustm,0.00023942654909739648,48.16618145504991
adjustment,0.03889453388274087,367.1905734693201
adjustments,0.018194142889641038,221.90308395041515
adjusts,0.001448084922638832,66.90873374419789
adkerson,0.00022414322108425632,43.52820765310614
adler,0.00010678452178566059,11.572803853366622
adm,0.0006494649385518494,59.223741870768436
admac,0.000206674188239799,38.35290191528894
admininistrative,0.00018893235260808533,33.150263281727504
administer,0.0002193837748361741,36.90256324182874
administered,0.0002592151759869941,44.430953211278485
administering,0.0001400743911993369,19.67713279077192
administers,0.000812186092436713,52.04557478128224
administration,0.060925390526520753,201.62936727244985
administrations,0.0006887947016759068,184.26429850525676
administrative,0.003924878786426639,186.3376628132977
administrator,0.002321995599369552,95.44003902197305
administrators,0.00010533413522849991,11.24718973485779
adminsitration,0.00016575084466045575,26.45753895141575
adminstrative,0.00015192244685731398,22.822394710627957
admirably,0.00021097847608275719,39.591042190473495
admiral,0.0006757742247424813,39.430412032757204
admiralty,0.0001617023286093564,31.01678871851224
admission,0.0012733523214305232,107.89865449658662
admissions,0.06398180585062702,11508.460859517474
admit,0.0025594386883477857,407.04968371866306
admitted,0.003203511614267339,106.3554156602249
adna,0.0004749127005243658,126.93336092996032
adnan,0.0004140109656509694,104.4129661213267
adnea,0.0001889645756310569,31.902296796616316
adobe,0.0005123179613973155,16.662992565398287
adopt,0.0063617534928450264,143.63909554230884
adopted,0.01585527751848334,209.0705534536776
adopting,0.0013091442882396866,100.04933851631954
adoption,0.0035649936722785608,83.3330228270942
adopts,0.001486956490809039,86.26930628236558
adp,0.0006171606863584755,69.86348478955787
adr,0.0004977793815926638,42.39122023921048
ads,0.0006171769301187482,69.8508582045834
adsa,0.0009840564051774902,76.13307289922177
adsteam,0.00013884164500027203,4.261614770283135
adtec,0.00014540694685042573,21.088741772426282
advance,0.009316639534913478,149.64961848133717
advanced,0.019756242522996056,203.37950527760546
advancements,0.00014484233076739647,20.944074432266653
advances,0.004279453909194316,124.9444617464171
advancing,0.0008986145979739295,131.9479629920824
advantage,0.028869966247384436,307.8386755267725
advantageous,0.08697640310642378,6743.342108236133
advantages,0.013612703106026967,547.9081496042579
advc,0.0002693659267168852,40.386471069638866
adventist,0.0008097222703855294,183.346256957564
adventure,6.722500820155247e-05,4.008929669439705
adverse,0.005530225448080439,111.09977543109838
adversely,0.006895887888117032,143.7388101164106
adverserial,0.03244970460157903,11658.504900862
advertisement,0.008436244458087883,164.74124880677164
advertisers,0.019822192810376706,2538.356498020421
advertising,0.006333256639020869,142.6517820720785
advice,0.01036088104215727,386.1723128857703
advise,0.008011724658765242,178.01876252371022
advised,0.021167408472814574,346.42432847353234
adviser,0.013703387299379692,184.54049477443945
advisers,0.015765623650341936,232.42990213417434
advises,0.0007203828704672613,86.60561273473695
advising,0.010033319062462564,858.7490814341256
advisor,0.00891763262193364,131.72380450509164
advisories,0.0002728983484315673,58.5444673334978
advisors,0.0077730007595421995,152.13552126037754
advisory,0.016528435994038214,253.08497699647933
advo,6.273534318174748e-05,3.27217545350998
advocate,0.0009832367868485533,75.99206196978642
advocated,0.08528010332873352,4683.577919944288
advsiors,0.0008306260526181606,119.33998382159308
adx,0.0001593893720037153,24.842469856936606
aec,0.000669074903999387,72.75773842520994
aece,9.215269161798949e-05,9.015427573922706
aeco,0.00017450923850100854,29.03485778161348
aee,0.0001449803847383474,20.980690747891764
aeg,0.00021662970776597387,41.27009062489994
aegean,0.00023720476723060324,14.53165170476344
aegg,0.00021662970776597387,41.27009062489994
ael,0.00017171207700110243,28.24670492788138
aelna,0.00017171207700110243,28.24670492788138
aep,0.00015687104870260344,24.149750083249433
aepi,0.00015687104870260344,24.149750083249433
aequitron,0.0003615431128898507,30.493648313577275
aerial,0.000897329831750702,116.01716854624
aero,0.0004437687313701133,12.469873290524628
aeroe,0.0007786315619645987,49.92336769031518
aerojet,0.0007082643714632432,47.55064991571373
aeroperu,0.00019960842820015593,40.528442122656735
aerosol,0.00018400679329820925,31.72512223761796
aerospace,0.009550656068417334,79.78436409303696
aerotech,0.0001921794829919521,37.543961969020046
aet,0.0003983628051884544,36.262973970176674
aetna,0.00016278062250532947,6.400051400603626
affadavit,0.00026721344077338885,43.897595582520154
affair,0.0008061929433390337,104.85515086369159
affairs,0.020182283149068073,192.43724638297613
affect,0.039587963995674776,346.2874913331912
affected,0.03406120145043925,235.89194211126298
affecting,0.007715324611879221,127.21673813354516
affects,0.0007279521533956949,49.15023833890309
affiliate,0.01640122781293355,81.47710430825867
affiliated,0.0063697768454645115,50.290325006174065
affiliates,0.014797577329058582,119.9383840006125
affiliation,0.0008164501328575919,25.896390878202105
affinerie,8.246196804440863e-05,6.522273959309145
affirmation,0.0003547358126374222,84.81696018320201
affirmative,0.000450355524482819,43.839668520224265
afford,0.002771892787671542,91.56542530979313
afg,0.007272684881751745,75.77894267148665
afgi,0.0001726990837540731,22.229325464658142
afl,0.0005164140526519675,49.915003353275374
afn,0.00018971995525307928,32.87068900222584
afp,0.0008741852489287422,64.37024480864879
afraid,0.00024083534973530713,46.3001665715463
afrcian,0.0013733463674154808,208.9173886842782
afresh,0.00037620991908391283,91.98088502045916
africa,0.007447524820073791,50.583291682021645
african,0.0032466315193154156,32.374978111620116
afsl,0.00020275941535613073,37.1645235178183
aftermath,0.00019088406708295299,33.693442959488976
afternoon,0.08841969774663312,1121.191301829522
afterward,0.0007106216580634767,205.95537648685135
afterwhich,0.00028581314252169914,50.23217564815298
ag,0.05157539578395369,118.41420914117037
agcny,0.00040561427926873904,73.04099788237704
age,0.001899365152711219,124.84744948575788
aged,0.0009298392819305262,117.70475556418636
ageing,0.00023632316485753169,47.215117531577214
agencies,0.028565015124154672,542.9134689457296
agency,0.03020020445007073,107.67142102893472
agenda,0.032635711372595716,962.2241974413396
agengy,0.011531016357632753,2685.880810048385
agent,0.005713032468570447,139.9081478699074
agents,0.0015048666905138508,67.43186726043334
agfa,0.0022634915473197137,405.88385277758493
aggravated,0.00017845638096472183,30.147063929013683
aggravation,0.0009132210899716085,118.59938081571208
aggregate,0.014299872609150506,269.8564633124849
aggregates,0.00034034506150872827,13.106750328864106
aggregating,0.0017009638022441177,187.81609231526727
aggregation,0.00031828922101956086,72.19332431349426
aggressive,0.05119864273220201,1257.6427754570536
aggressively,0.009282376907058087,318.68827399653617
agi,0.0005570137685594197,158.49789036324887
aging,0.0003269643620469637,99.23847103894043
agip,0.0032430387772516083,335.9134218846573
agl,0.00023466219301541456,13.904802550424908
agls,0.0008836250710483319,239.79875848086687
agnc,0.0005047927698882708,42.870853734149414
agnew,0.0003671591137860052,88.89736295840943
ago,0.1756591700701344,260.13629361983095
agr,0.00021838810575675527,22.876124087254183
agra,0.0006792248087930925,194.83373369754628
agree,0.01074940646866836,109.42133949374744
agreed,0.6159458911819169,470.7696002395573
agreeed,0.0010757481388835803,332.69537852384525
agreeeement,0.0002408417812667144,49.87818043040769
agreeement,0.09700062764887489,24472.09157298284
agreeing,0.0005206658400407503,131.71451798051461
agreement,0.3143428725784277,155.75323723357755
agreements,0.06829426773857071,224.52243697926534
agreemnents,0.00031605150969654243,72.26636926555945
agrees,0.011569574569625206,109.06029558405778
agres,0.00018112182429122375,30.40287894972022
agress,0.00012613783572240885,16.16446093142112
agressive,0.00045498337234363835,118.0125036287573
agribusiness,0.0008355697141670185,102.71723356168711
agrico,0.0005035387254557202,51.77537806356397
agricola,0.000727883512536854,73.03247552771882
agricole,0.00010300449509518103,10.729158878138598
agricultural,0.014818267384823091,88.70433880922796
agriculture,0.02269697641430756,99.39679439394696
agriindustries,0.00016885760482641667,27.452975704655213
agrio,0.0012784387608330504,108.40400907084747
agriproducts,0.0003126638185830555,24.011010479663266
agritech,0.00010429222445962828,11.030403176774511
agro,0.0007465406441748153,51.05780682837001
agronomics,0.00021838810575675527,22.876124087254183
agsi,0.00020904356381750474,38.99687318744925
aguarico,0.00046896982955210877,46.64046469945123
ah,0.015352842034504618,622.4328079736023
aha,0.0005841676619617319,161.4821435644086
ahc,0.02487725931192752,4447.712086212361
ahead,0.6194672263437904,4115.6112032230585
ahln,0.001332635793281369,425.7842830775163
ahlsell,0.0009197819136441476,119.8058704782915
ahm,0.00010609578146650252,11.419538037522909
ahmanson,0.00010609578146650252,11.419538037522909
ahmed,0.002932129945216273,105.97081585444968
aho,0.0003850341674931763,55.80838457277627
ahold,0.00010655750919825473,11.471989819941815
ahp,0.0001399197509637611,19.65762908022719
ahsc,0.00040377055193451395,101.47822785731053
ahth,0.0002977411642453177,55.390780390797474
ai,0.0009294515140584519,70.27679679816485
aid,0.014331362617723028,99.15162869753482
aidc,0.00014318674360477176,20.507843193134313
aide,0.003733326511758277,104.47926344289081
aided,0.017728834589926027,1006.6223353498642
aides,0.0014246456619999004,83.54669597659492
aiding,0.0009088255192970588,275.45233493035533
aids,0.003908993818073393,84.8650988834055
aig,0.0012992209611045662,110.79907704774064
aii,0.0009336023179908855,284.17529764171087
aiki,0.00024124803154821473,39.94615141888407
ail,0.00048445822329885814,114.3464847818535
aileen,0.0001449803847383474,20.980690747891764
ailing,0.003498657486719365,160.0269185120463
aim,0.0160863517161155,288.2886618694883
aimed,2.9481307344205474,11124.151883808172
aiming,0.0019010189534817046,93.1908012750274
aims,0.053596707226077095,1214.3288534369892
ain,0.0005074716747369098,138.0210186420952
aipn,0.0007447694957375636,217.89842421022738
air,0.008649231944293512,21.142581023644322
airborne,0.00017181509953278554,27.626750822122194
airbus,0.004362421902210022,174.47170374010224
aircal,0.00020240297380378814,10.32583711444313
airco,6.620388435494897e-05,3.777977007666784
aircraft,0.009772322146381292,82.33297781841316
airdrome,0.00010014488894221661,10.102577035566341
aires,0.0002132250894177101,43.82893583055627
airframe,0.0010137217116622617,177.01702298152503
airfreight,0.09700062764887489,24472.09157298284
airline,0.010109069595029468,74.92107665420956
airlines,0.02073320569691563,91.95224058386037
airmotive,7.957464152472278e-05,6.038895964546215
airp,0.0001658637603135567,28.30440017264003
airplanes,0.00022436324263660118,43.592164906774386
airport,0.01425324547544806,249.9273193152624
airports,0.001501816024074155,133.58256000920275
airs,0.0003965479710090603,98.60391043041577
airways,0.004418472953808657,71.94236181400117
ais,0.00014824582707665752,22.802851005592142
ait,0.0001164082194721588,17.98680893265158
aitx,0.0001257224844914745,16.063158459689035
aivj,0.0013821007760856912,217.59200522539206
aiways,0.00037495725868561235,91.46370170218113
aix,0.00012198237920725521,15.570627041416678
aizawa,0.018392189543647366,6583.20815649465
ajin,0.00015354382499275726,23.258675478583477
ajinomoto,0.0002838837206625223,8.927979887710046
akiman,0.0002442833310812447,49.63321296834884
akron,0.01334606838317585,743.6829522030171
akzo,0.0004557260008328516,8.1978579062753
al,0.0058096549331077985,43.37362058940491
ala,0.0003960909058306287,38.30111045899112
alabama,0.0018142984351018597,87.63058269113881
alain,0.0004964924248825859,132.1931252430945
alameda,0.00025391278373109154,52.62399018248361
alamo,0.0004667242012376509,122.07508910993893
alan,0.00913983011774117,170.68466025419303
alarm,0.000268304127187895,57.11189442303344
alarmed,0.0006413003344089308,73.74075488091601
alarms,0.006038550280633299,1031.587256612129
alaska,0.0035094238171779315,72.99814057772666
alaskan,0.001036908006418116,53.64071279923052
alatenn,0.00035430655647100033,75.04159937326779
albani,0.00019608891728565365,40.39549993206392
albany,0.001131374648417929,61.67056958699378
albeit,0.0012133696391109078,361.2576715322223
alberston,0.00011066675659920553,12.459712206089426
albert,0.001392867971558235,60.32190160205276
alberta,0.005869302933530014,81.48340731214559
albertans,0.00022127765064394,42.66537213713482
albertson,0.00023423896867660586,14.971517168937977
albion,0.00022426909752703615,13.055506184995547
albn,0.0010354034558807971,188.01231748839027
alc,0.00028872901630610967,20.81589110677445
alcan,6.557537381327381e-05,3.680678129475201
alcc,0.0004137751176620015,37.25546371289401
alco,0.00017627999669563816,7.612123474010953
alcoa,0.000623883037028224,175.8063182828236
alcohol,0.0002546808171223998,52.86222786549057
alcudiai,0.00020023598883502325,37.00910405624091
ald,0.015858867848690845,762.2796274390388
alden,0.00018696174522295014,8.41729713707295
aldershot,8.783260256094143e-05,7.460614921288861
ale,0.0025570483038852257,449.6311605312196
aleging,0.00030164131867756557,67.64056915887748
alene,0.0001670200023816233,26.94135454129323
alert,0.00069699565691312,82.7856118992494
alerting,0.00017571260486794885,29.141394721134127
alerts,0.0025625912744375013,435.60056169611363
alet,0.00020239640344212005,36.72468427927702
alex,0.001995873442760886,99.46204780698746
alexander,0.0009540924325938864,46.920601222591266
alexandria,0.00011247503001077923,12.865468043012228
alfa,0.07171213711035179,5047.399106058731
alfalfa,0.0004258125321040044,39.72085370297118
alfieri,0.0010461789888357913,323.9444968162566
alfin,0.00018971995525307928,32.87068900222584
alfl,0.0001116175487864122,11.668346096019787
alfred,0.0030713495602148777,112.66267699756436
alfs,0.0003501937720158395,29.194529713688347
algemene,0.0015352298152098202,92.27174461124939
algeria,0.0039046106813061874,104.7630311784499
algerian,0.0002369343540077524,14.29143461942985
algi,0.0005555083988108636,92.12621693163881
algiers,0.00022126214659642135,34.528625227878685
algoma,0.0003440480968495584,28.625520698107977
algona,0.00014671651195959204,19.853811982565073
ali,0.0022279236749974513,73.39471201864643
alice,0.00509225445327497,556.201697757399
alick,0.0003123440189527096,71.07200682628286
align,0.0002157250815804928,38.988792007097786
alignment,0.00042954324281413073,42.90682326264592
alike,0.0007909264877246624,57.43285439731049
alitalia,0.00020393972387767824,10.48732655347001
alive,0.0011341206144106827,92.4718384785139
alk,0.00011511179893332342,12.289535425538324
allan,0.0014795998620051984,89.7955425925242
alld,0.0007737055632740788,95.40602413557534
allegation,0.00014403669808066272,20.773516096694923
allegations,0.012598657059920512,420.77838060321403
allege,0.046404668606434184,8381.467269975496
alleged,0.037901421171624455,396.50178120780305
allegedly,0.003943128949367664,427.261944348107
alleges,0.011922393685658684,469.34787210536547
alleghany,0.0021304664535844128,69.9750980281917
allegheney,0.00023592874839906743,42.62555050180276
allegheny,0.0018337292980227767,7.401711572936259
alleghney,8.242834799923161e-05,6.5586686412312245
allegiance,0.0005164140526519675,49.915003353275374
alleging,0.004846675205888993,382.68930806126286
allegis,0.0001742837988462973,28.97049365568763
allen,0.0018709527572054708,91.13406245318103
allentown,0.0009745491944152142,298.6562752215015
allergan,0.0004875827343599557,132.97141053966692
alleviated,0.0004875892113291669,42.451497722928885
allgemeine,0.004013474644665818,1389.4987016071
alliance,0.000634408841178871,16.325144224605104
alliances,0.0009293441314942695,282.67430310503437
allied,0.00395873450078446,17.44991097393441
allies,0.0018618482497714342,59.246405272965035
alligned,0.0003404874298769693,80.21823348121072
allis,0.0007861935527990144,9.679496648599647
allison,0.0005059678946873125,23.81603828788445
allmacher,0.00013838840832270454,21.263726186738293
allocate,0.0012203117643720973,116.01820016072463
allocated,0.0029982191309920582,77.74533450430424
allocates,0.0002049675052456646,10.062120559526218
allocating,0.0001609310536280535,25.26096791185415
allocation,0.006344457647501398,203.30578789969584
allocations,0.0023310770550325644,76.65525226947886
allotments,0.00021027734311605343,33.58195327135034
allotted,0.001009824291391657,52.13659847894943
allow,0.0804653435894748,281.4616400243724
allowable,0.005621220488454692,351.29381991323993
allowance,0.003452316976944508,58.88554370618845
allowances,0.003954526763949967,298.1694595714812
allowed,0.0325110972443981,222.8386701684901
allowing,0.02442487737183009,274.0822867270363
allows,0.010380640151895337,321.0787474766264
alloy,0.0007872786066255808,144.2026053884875
alloys,0.0005949746595685807,165.83097670237834
alloytek,0.00013273717072619125,17.805566022897377
alls,0.0007582668244246506,40.74405363824857
alltel,0.0007795468453465939,230.02515364743093
alltest,0.00015473899000859308,23.512082149846602
allwaste,0.0002374781462138817,5.943758606342384
ally,0.004271280251231425,713.4010737407339
almaden,8.633365163113295e-05,7.256823238827609
almenara,0.00019960842820015593,40.528442122656735
almir,0.0028124492689345824,99.64868455176365
almys,0.00017507551125479757,29.190291403520792
alo,0.0013678543273584257,438.35224520287977
aloette,0.00020239640344212005,36.72468427927702
alog,0.00018214618685745459,29.412589265769288
aloha,0.00021692676525558,4.729354218047457
alongside,0.0006068926602222298,68.20069112098118
alot,0.00013704309928934367,18.995531378547376
alpha,0.000863514553970284,28.52148246893574
alpine,0.00043948517379766803,42.18918696476317
